,Location,Period,Indicator,Dim1,First Tooltip
4656,Libya,2016,Neonatal mortality rate (per 1000 live births),Both sexes,7.21 [4.55-11.21]
4704,Lithuania,2016,Neonatal mortality rate (per 1000 live births),Both sexes,2.28 [2.03-2.54]
4743,Luxembourg,2016,Neonatal mortality rate (per 1000 live births),Both sexes,1.52 [1.23-1.88]
4798,Madagascar,2016,Neonatal mortality rate (per 1000 live births),Both sexes,21.39 [17.64-25.85]
4849,Malawi,2016,Neonatal mortality rate (per 1000 live births),Both sexes,21.92 [16.47-28.48]
4900,Malaysia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,4.31 [3.95-4.67]
4969,Maldives,2016,Neonatal mortality rate (per 1000 live births),Both sexes,5.75 [5.12-6.47]
5000,Mali,2016,Neonatal mortality rate (per 1000 live births),Both sexes,34.07 [28.11-40.86]
5056,Malta,2016,Neonatal mortality rate (per 1000 live births),Both sexes,4.74 [4.07-5.52]
5106,Marshall Islands,2016,Neonatal mortality rate (per 1000 live births),Both sexes,16.28 [10.1-25.53]
5137,Mauritania,2016,Neonatal mortality rate (per 1000 live births),Both sexes,34.24 [18-63.56]
5199,Mauritius,2016,Neonatal mortality rate (per 1000 live births),Both sexes,9.08 [8.38-9.84]
5250,Mexico,2016,Neonatal mortality rate (per 1000 live births),Both sexes,8.39 [7.81-9.02]
5317,Micronesia (Federated States of),2016,Neonatal mortality rate (per 1000 live births),Both sexes,16.95 [6.63-42.17]
5348,Monaco,2016,Neonatal mortality rate (per 1000 live births),Both sexes,1.89 [1.11-2.8]
5379,Mongolia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,9.31 [8.77-9.86]
5413,Montenegro,2016,Neonatal mortality rate (per 1000 live births),Both sexes,1.81 [1.5-2.14]
5444,Morocco,2016,Neonatal mortality rate (per 1000 live births),Both sexes,15.39 [12.25-19.24]
5507,Mozambique,2016,Neonatal mortality rate (per 1000 live births),Both sexes,30.35 [23.02-40.67]
5547,Myanmar,2016,Neonatal mortality rate (per 1000 live births),Both sexes,24.15 [17.56-32.11]
5578,Namibia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,20.05 [12.52-33.57]
5629,Nauru,2016,Neonatal mortality rate (per 1000 live births),Both sexes,21.5 [11.85-37.54]
5660,Nepal,2016,Neonatal mortality rate (per 1000 live births),Both sexes,21.66 [17.85-26.24]
5727,Netherlands,2016,Neonatal mortality rate (per 1000 live births),Both sexes,2.61 [2.52-2.71]
5787,New Zealand,2016,Neonatal mortality rate (per 1000 live births),Both sexes,2.99 [2.73-3.25]
5839,Nicaragua,2016,Neonatal mortality rate (per 1000 live births),Both sexes,11.46 [10.38-12.84]
5885,Niger,2016,Neonatal mortality rate (per 1000 live births),Both sexes,25.92 [17.57-37.57]
5936,Nigeria,2016,Neonatal mortality rate (per 1000 live births),Both sexes,36.93 [30.52-44.94]
5989,Niue,2016,Neonatal mortality rate (per 1000 live births),Both sexes,13.8 [5.55-34.05]
6020,Norway,2016,Neonatal mortality rate (per 1000 live births),Both sexes,1.55 [1.44-1.66]
6080,Oman,2016,Neonatal mortality rate (per 1000 live births),Both sexes,5.19 [3.69-6.69]
6129,Pakistan,2016,Neonatal mortality rate (per 1000 live births),Both sexes,44.22 [39.35-49.61]
6197,Palau,2016,Neonatal mortality rate (per 1000 live births),Both sexes,10.31 [5.09-20.25]
6228,Panama,2016,Neonatal mortality rate (per 1000 live births),Both sexes,9.49 [4.91-16.94]
6294,Papua New Guinea,2016,Neonatal mortality rate (per 1000 live births),Both sexes,23.29 [17.57-30.53]
6340,Paraguay,2016,Neonatal mortality rate (per 1000 live births),Both sexes,11.98 [6.58-22.43]
6393,Peru,2016,Neonatal mortality rate (per 1000 live births),Both sexes,7.23 [6.12-8.54]
6459,Philippines,2016,Neonatal mortality rate (per 1000 live births),Both sexes,14.26 [11.57-17.51]
6524,Poland,2016,Neonatal mortality rate (per 1000 live births),Both sexes,2.84 [2.75-2.94]
6575,Portugal,2016,Neonatal mortality rate (per 1000 live births),Both sexes,2.08 [1.96-2.22]
6635,Qatar,2016,Neonatal mortality rate (per 1000 live births),Both sexes,3.84 [3.47-4.2]
6666,Republic of Korea,2016,Neonatal mortality rate (per 1000 live births),Both sexes,1.6 [1.47-1.73]
6735,Republic of Moldova,2016,Neonatal mortality rate (per 1000 live births),Both sexes,11.38 [8.89-14.55]
6773,The former Yugoslav Republic of Macedonia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,8.79 [7.98-9.69]
6811,Romania,2016,Neonatal mortality rate (per 1000 live births),Both sexes,3.98 [3.28-4.64]
6842,Russian Federation,2016,Neonatal mortality rate (per 1000 live births),Both sexes,3.5 [2.98-4.03]
6873,Rwanda,2016,Neonatal mortality rate (per 1000 live births),Both sexes,17.25 [10.95-27.02]
6933,Saint Kitts and Nevis,2016,Neonatal mortality rate (per 1000 live births),Both sexes,11.1 [8.54-14.35]
6976,Saint Lucia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,12.52 [10.99-14.22]
7024,Saint Vincent and the Grenadines,2016,Neonatal mortality rate (per 1000 live births),Both sexes,10.15 [8.54-11.97]
7074,Samoa,2016,Neonatal mortality rate (per 1000 live births),Both sexes,9.03 [5.35-13.54]
7105,San Marino,2016,Neonatal mortality rate (per 1000 live births),Both sexes,0.88 [0.34-1.79]
7136,Sao Tome and Principe,2016,Neonatal mortality rate (per 1000 live births),Both sexes,15.24 [9.39-24.73]
7171,Saudi Arabia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,4.36 [2.64-6.33]
7202,Senegal,2016,Neonatal mortality rate (per 1000 live births),Both sexes,23.49 [19.86-27.84]
7267,Serbia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,3.74 [3.47-4]
7298,Seychelles,2016,Neonatal mortality rate (per 1000 live births),Both sexes,8.98 [7.13-11.06]
7332,Sierra Leone,2016,Neonatal mortality rate (per 1000 live births),Both sexes,33.29 [27.66-39.49]
7363,Singapore,2016,Neonatal mortality rate (per 1000 live births),Both sexes,0.98 [0.88-1.1]
7415,Slovakia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,3 [2.82-3.17]
7453,Slovenia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,1.31 [1.17-1.47]
7491,Solomon Islands,2016,Neonatal mortality rate (per 1000 live births),Both sexes,9.06 [6.11-13.03]
7522,Somalia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,39.01 [19.02-78.83]
7559,South Africa,2016,Neonatal mortality rate (per 1000 live births),Both sexes,11.23 [9.67-12.89]
7604,South Sudan,2016,Neonatal mortality rate (per 1000 live births),Both sexes,38.74 [16.96-76.76]
7638,Spain,2016,Neonatal mortality rate (per 1000 live births),Both sexes,1.89 [1.81-1.98]
7683,Sri Lanka,2016,Neonatal mortality rate (per 1000 live births),Both sexes,4.96 [4.5-5.47]
7751,Sudan,2016,Neonatal mortality rate (per 1000 live births),Both sexes,28.85 [22.61-37.02]
7802,Suriname,2016,Neonatal mortality rate (per 1000 live births),Both sexes,12.32 [8.48-17.97]
7833,Sweden,2016,Neonatal mortality rate (per 1000 live births),Both sexes,1.56 [1.47-1.65]
7893,Switzerland,2016,Neonatal mortality rate (per 1000 live births),Both sexes,2.95 [2.79-3.11]
7958,Syrian Arab Republic,2016,Neonatal mortality rate (per 1000 live births),Both sexes,10.6 [6.9-13.47]
8023,Tajikistan,2016,Neonatal mortality rate (per 1000 live births),Both sexes,15.82 [11.03-21.87]
8054,Thailand,2016,Neonatal mortality rate (per 1000 live births),Both sexes,6.07 [4.17-8.05]
8122,Timor-Leste,2016,Neonatal mortality rate (per 1000 live births),Both sexes,20.97 [12.12-34.42]
8156,Togo,2016,Neonatal mortality rate (per 1000 live births),Both sexes,26.2 [21.48-31.76]
8211,Tonga,2016,Neonatal mortality rate (per 1000 live births),Both sexes,7.51 [5.52-10.03]
8242,Trinidad and Tobago,2016,Neonatal mortality rate (per 1000 live births),Both sexes,12.64 [5.87-28.79]
8308,Tunisia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,12.06 [11.56-12.56]
8363,Turkey,2016,Neonatal mortality rate (per 1000 live births),Both sexes,6.02 [5.45-6.63]
8428,Turkmenistan,2016,Neonatal mortality rate (per 1000 live births),Both sexes,23.4 [18.03-29.94]
8460,Tuvalu,2016,Neonatal mortality rate (per 1000 live births),Both sexes,17.68 [10.19-31.06]
8491,Uganda,2016,Neonatal mortality rate (per 1000 live births),Both sexes,21.66 [17.55-26.79]
8546,Ukraine,2016,Neonatal mortality rate (per 1000 live births),Both sexes,5.48 [4.06-6.67]
8582,United Arab Emirates,2016,Neonatal mortality rate (per 1000 live births),Both sexes,4.16 [3.71-4.63]
8624,United Kingdom of Great Britain and Northern Ireland,2016,Neonatal mortality rate (per 1000 live births),Both sexes,2.74 [2.67-2.82]
8684,United Republic of Tanzania,2016,Neonatal mortality rate (per 1000 live births),Both sexes,21.62 [17.41-27.22]
8736,United States of America,2016,Neonatal mortality rate (per 1000 live births),Both sexes,3.83 [3.72-3.95]
8788,Uruguay,2016,Neonatal mortality rate (per 1000 live births),Both sexes,4.8 [4.47-5.15]
8838,Uzbekistan,2016,Neonatal mortality rate (per 1000 live births),Both sexes,12.04 [8.65-15.51]
8869,Vanuatu,2016,Neonatal mortality rate (per 1000 live births),Both sexes,12.42 [7.05-20.32]
8900,Venezuela (Bolivarian Republic of),2016,Neonatal mortality rate (per 1000 live births),Both sexes,14.62 [13.24-16.09]
8931,Viet Nam,2016,Neonatal mortality rate (per 1000 live births),Both sexes,11.19 [8.84-13.91]
8974,Yemen,2016,Neonatal mortality rate (per 1000 live births),Both sexes,26.62 [18.58-37.89]
9032,Zambia,2016,Neonatal mortality rate (per 1000 live births),Both sexes,24.25 [20.64-28.7]
9083,Zimbabwe,2016,Neonatal mortality rate (per 1000 live births),Both sexes,27.33 [22.65-32.75]
