,Location,Period,Indicator,Dim1,First Tooltip
457,Costa Rica,2019,Life expectancy at birth (years),Both sexes,80.85
469,Côte d’Ivoire,2019,Life expectancy at birth (years),Both sexes,62.92
481,Croatia,2019,Life expectancy at birth (years),Both sexes,78.64
493,Cuba,2019,Life expectancy at birth (years),Both sexes,77.76
505,Cyprus,2019,Life expectancy at birth (years),Both sexes,83.14
517,Czechia,2019,Life expectancy at birth (years),Both sexes,79.13
529,Democratic People's Republic of Korea,2019,Life expectancy at birth (years),Both sexes,72.63
541,Democratic Republic of the Congo,2019,Life expectancy at birth (years),Both sexes,62.35
553,Denmark,2019,Life expectancy at birth (years),Both sexes,81.32
565,Djibouti,2019,Life expectancy at birth (years),Both sexes,65.81
577,Dominican Republic,2019,Life expectancy at birth (years),Both sexes,72.84
589,Ecuador,2019,Life expectancy at birth (years),Both sexes,78.45
601,Egypt,2019,Life expectancy at birth (years),Both sexes,71.82
613,El Salvador,2019,Life expectancy at birth (years),Both sexes,75.03
625,Equatorial Guinea,2019,Life expectancy at birth (years),Both sexes,62.19
637,Eritrea,2019,Life expectancy at birth (years),Both sexes,64.08
649,Estonia,2019,Life expectancy at birth (years),Both sexes,78.88
661,Eswatini,2019,Life expectancy at birth (years),Both sexes,57.73
673,Ethiopia,2019,Life expectancy at birth (years),Both sexes,68.7
685,Fiji,2019,Life expectancy at birth (years),Both sexes,68.01
697,Finland,2019,Life expectancy at birth (years),Both sexes,81.61
709,France,2019,Life expectancy at birth (years),Both sexes,82.48
721,Gabon,2019,Life expectancy at birth (years),Both sexes,66.47
733,Gambia,2019,Life expectancy at birth (years),Both sexes,65.47
745,Georgia,2019,Life expectancy at birth (years),Both sexes,73.28
757,Germany,2019,Life expectancy at birth (years),Both sexes,81.72
769,Ghana,2019,Life expectancy at birth (years),Both sexes,66.28
781,Greece,2019,Life expectancy at birth (years),Both sexes,81.1
793,Grenada,2019,Life expectancy at birth (years),Both sexes,72.88
805,Guatemala,2019,Life expectancy at birth (years),Both sexes,72.02
817,Guinea,2019,Life expectancy at birth (years),Both sexes,61.01
829,Guinea-Bissau,2019,Life expectancy at birth (years),Both sexes,60.22
841,Guyana,2019,Life expectancy at birth (years),Both sexes,65.69
853,Haiti,2019,Life expectancy at birth (years),Both sexes,64.05
865,Honduras,2019,Life expectancy at birth (years),Both sexes,71.94
877,Hungary,2019,Life expectancy at birth (years),Both sexes,76.44
889,Iceland,2019,Life expectancy at birth (years),Both sexes,82.33
901,India,2019,Life expectancy at birth (years),Both sexes,70.79
913,Indonesia,2019,Life expectancy at birth (years),Both sexes,71.31
925,Iran (Islamic Republic of),2019,Life expectancy at birth (years),Both sexes,77.35
937,Iraq,2019,Life expectancy at birth (years),Both sexes,72.42
949,Ireland,2019,Life expectancy at birth (years),Both sexes,81.84
961,Israel,2019,Life expectancy at birth (years),Both sexes,82.62
973,Italy,2019,Life expectancy at birth (years),Both sexes,82.97
985,Jamaica,2019,Life expectancy at birth (years),Both sexes,75.98
997,Japan,2019,Life expectancy at birth (years),Both sexes,84.26
1009,Jordan,2019,Life expectancy at birth (years),Both sexes,77.87
1021,Kazakhstan,2019,Life expectancy at birth (years),Both sexes,73.95
1033,Kenya,2019,Life expectancy at birth (years),Both sexes,66.09
1045,Kiribati,2019,Life expectancy at birth (years),Both sexes,59.42
1057,Kuwait,2019,Life expectancy at birth (years),Both sexes,80.97
1069,Kyrgyzstan,2019,Life expectancy at birth (years),Both sexes,74.18
1081,Lao People's Democratic Republic,2019,Life expectancy at birth (years),Both sexes,68.51
1093,Latvia,2019,Life expectancy at birth (years),Both sexes,75.38
1105,Lebanon,2019,Life expectancy at birth (years),Both sexes,76.44
1117,Lesotho,2019,Life expectancy at birth (years),Both sexes,50.75
1129,Liberia,2019,Life expectancy at birth (years),Both sexes,64.08
1141,Libya,2019,Life expectancy at birth (years),Both sexes,75.78
1153,Lithuania,2019,Life expectancy at birth (years),Both sexes,75.99
1165,Luxembourg,2019,Life expectancy at birth (years),Both sexes,82.41
1177,Madagascar,2019,Life expectancy at birth (years),Both sexes,65.35
1189,Malawi,2019,Life expectancy at birth (years),Both sexes,65.62
1201,Malaysia,2019,Life expectancy at birth (years),Both sexes,74.72
1213,Maldives,2019,Life expectancy at birth (years),Both sexes,79.59
1225,Mali,2019,Life expectancy at birth (years),Both sexes,62.8
1237,Malta,2019,Life expectancy at birth (years),Both sexes,81.89
1249,Mauritania,2019,Life expectancy at birth (years),Both sexes,68.38
1261,Mauritius,2019,Life expectancy at birth (years),Both sexes,74.07
1273,Mexico,2019,Life expectancy at birth (years),Both sexes,76.01
1285,Micronesia (Federated States of),2019,Life expectancy at birth (years),Both sexes,63.03
1297,Mongolia,2019,Life expectancy at birth (years),Both sexes,68.1
1309,Montenegro,2019,Life expectancy at birth (years),Both sexes,75.88
1321,Morocco,2019,Life expectancy at birth (years),Both sexes,72.99
1333,Mozambique,2019,Life expectancy at birth (years),Both sexes,58.14
1345,Myanmar,2019,Life expectancy at birth (years),Both sexes,69.13
1357,Namibia,2019,Life expectancy at birth (years),Both sexes,64.58
1369,Nepal,2019,Life expectancy at birth (years),Both sexes,70.88
1381,Netherlands,2019,Life expectancy at birth (years),Both sexes,81.79
1393,New Zealand,2019,Life expectancy at birth (years),Both sexes,81.96
1405,Nicaragua,2019,Life expectancy at birth (years),Both sexes,75.04
1417,Niger,2019,Life expectancy at birth (years),Both sexes,63.29
1429,Nigeria,2019,Life expectancy at birth (years),Both sexes,62.62
1441,Norway,2019,Life expectancy at birth (years),Both sexes,82.62
1453,Oman,2019,Life expectancy at birth (years),Both sexes,73.9
1465,Pakistan,2019,Life expectancy at birth (years),Both sexes,65.61
1477,Panama,2019,Life expectancy at birth (years),Both sexes,79.29
1489,Papua New Guinea,2019,Life expectancy at birth (years),Both sexes,65.3
1501,Paraguay,2019,Life expectancy at birth (years),Both sexes,75.81
1513,Peru,2019,Life expectancy at birth (years),Both sexes,79.9
1525,Philippines,2019,Life expectancy at birth (years),Both sexes,70.43
1537,Poland,2019,Life expectancy at birth (years),Both sexes,78.27
1549,Portugal,2019,Life expectancy at birth (years),Both sexes,81.57
1561,Qatar,2019,Life expectancy at birth (years),Both sexes,77.17
1573,Republic of Korea,2019,Life expectancy at birth (years),Both sexes,83.3
1585,Republic of Moldova,2019,Life expectancy at birth (years),Both sexes,73.26
1597,The former Yugoslav Republic of Macedonia,2019,Life expectancy at birth (years),Both sexes,74.82
1609,Romania,2019,Life expectancy at birth (years),Both sexes,75.57
1621,Russian Federation,2019,Life expectancy at birth (years),Both sexes,73.23
1633,Rwanda,2019,Life expectancy at birth (years),Both sexes,69.1
1645,Saint Lucia,2019,Life expectancy at birth (years),Both sexes,74.33
1657,Saint Vincent and the Grenadines,2019,Life expectancy at birth (years),Both sexes,73.22
1669,Samoa,2019,Life expectancy at birth (years),Both sexes,70.45
1681,Sao Tome and Principe,2019,Life expectancy at birth (years),Both sexes,70.42
1693,Saudi Arabia,2019,Life expectancy at birth (years),Both sexes,74.31
1705,Senegal,2019,Life expectancy at birth (years),Both sexes,68.58
1717,Serbia,2019,Life expectancy at birth (years),Both sexes,75.87
1729,Seychelles,2019,Life expectancy at birth (years),Both sexes,73.34
1741,Sierra Leone,2019,Life expectancy at birth (years),Both sexes,60.77
1753,Singapore,2019,Life expectancy at birth (years),Both sexes,83.22
1765,Slovakia,2019,Life expectancy at birth (years),Both sexes,78.23
1777,Slovenia,2019,Life expectancy at birth (years),Both sexes,81.31
1789,Solomon Islands,2019,Life expectancy at birth (years),Both sexes,65.25
1801,Somalia,2019,Life expectancy at birth (years),Both sexes,56.47
1813,South Africa,2019,Life expectancy at birth (years),Both sexes,65.25
1825,South Sudan,2019,Life expectancy at birth (years),Both sexes,62.79
1837,Spain,2019,Life expectancy at birth (years),Both sexes,83.22
1849,Sri Lanka,2019,Life expectancy at birth (years),Both sexes,76.87
1861,Sudan,2019,Life expectancy at birth (years),Both sexes,69.15
1873,Suriname,2019,Life expectancy at birth (years),Both sexes,71.48
1885,Sweden,2019,Life expectancy at birth (years),Both sexes,82.4
1897,Switzerland,2019,Life expectancy at birth (years),Both sexes,83.45
1909,Syrian Arab Republic,2019,Life expectancy at birth (years),Both sexes,72.67
1921,Tajikistan,2019,Life expectancy at birth (years),Both sexes,69.5
1933,Thailand,2019,Life expectancy at birth (years),Both sexes,77.7
1945,Timor-Leste,2019,Life expectancy at birth (years),Both sexes,69.62
1957,Togo,2019,Life expectancy at birth (years),Both sexes,64.27
1969,Tonga,2019,Life expectancy at birth (years),Both sexes,72.57
1981,Trinidad and Tobago,2019,Life expectancy at birth (years),Both sexes,76.13
1993,Tunisia,2019,Life expectancy at birth (years),Both sexes,77.04
2005,Turkey,2019,Life expectancy at birth (years),Both sexes,78.62
2017,Turkmenistan,2019,Life expectancy at birth (years),Both sexes,69.75
2029,Uganda,2019,Life expectancy at birth (years),Both sexes,66.69
2041,Ukraine,2019,Life expectancy at birth (years),Both sexes,73.02
2053,United Arab Emirates,2019,Life expectancy at birth (years),Both sexes,76.08
2065,United Kingdom of Great Britain and Northern Ireland,2019,Life expectancy at birth (years),Both sexes,81.4
2077,United Republic of Tanzania,2019,Life expectancy at birth (years),Both sexes,67.34
2089,United States of America,2019,Life expectancy at birth (years),Both sexes,78.5
2101,Uruguay,2019,Life expectancy at birth (years),Both sexes,77.1
2113,Uzbekistan,2019,Life expectancy at birth (years),Both sexes,73.01
2125,Vanuatu,2019,Life expectancy at birth (years),Both sexes,65.31
2137,Venezuela (Bolivarian Republic of),2019,Life expectancy at birth (years),Both sexes,73.95
2149,Viet Nam,2019,Life expectancy at birth (years),Both sexes,73.74
2161,Yemen,2019,Life expectancy at birth (years),Both sexes,66.63
2173,Zambia,2019,Life expectancy at birth (years),Both sexes,62.45
2185,Zimbabwe,2019,Life expectancy at birth (years),Both sexes,60.68
