,Location,Period,Indicator,Dim1,First Tooltip
1192,Malawi,2015,Life expectancy at birth (years),Both sexes,63.04
1204,Malaysia,2015,Life expectancy at birth (years),Both sexes,74.95
1216,Maldives,2015,Life expectancy at birth (years),Both sexes,78.41
1228,Mali,2015,Life expectancy at birth (years),Both sexes,60.89
1240,Malta,2015,Life expectancy at birth (years),Both sexes,81.65
1252,Mauritania,2015,Life expectancy at birth (years),Both sexes,67.41
1264,Mauritius,2015,Life expectancy at birth (years),Both sexes,74.14
1276,Mexico,2015,Life expectancy at birth (years),Both sexes,75.87
1288,Micronesia (Federated States of),2015,Life expectancy at birth (years),Both sexes,62.74
1300,Mongolia,2015,Life expectancy at birth (years),Both sexes,67.61
1312,Montenegro,2015,Life expectancy at birth (years),Both sexes,75.27
1324,Morocco,2015,Life expectancy at birth (years),Both sexes,72.46
1336,Mozambique,2015,Life expectancy at birth (years),Both sexes,55.95
1348,Myanmar,2015,Life expectancy at birth (years),Both sexes,67.58
1360,Namibia,2015,Life expectancy at birth (years),Both sexes,62.87
1372,Nepal,2015,Life expectancy at birth (years),Both sexes,69.43
1384,Netherlands,2015,Life expectancy at birth (years),Both sexes,81.28
1396,New Zealand,2015,Life expectancy at birth (years),Both sexes,81.31
1408,Nicaragua,2015,Life expectancy at birth (years),Both sexes,74.62
1420,Niger,2015,Life expectancy at birth (years),Both sexes,61.54
1432,Nigeria,2015,Life expectancy at birth (years),Both sexes,61.16
1444,Norway,2015,Life expectancy at birth (years),Both sexes,82.01
1456,Oman,2015,Life expectancy at birth (years),Both sexes,72.52
1468,Pakistan,2015,Life expectancy at birth (years),Both sexes,64.18
1480,Panama,2015,Life expectancy at birth (years),Both sexes,78.72
1492,Papua New Guinea,2015,Life expectancy at birth (years),Both sexes,64.49
1504,Paraguay,2015,Life expectancy at birth (years),Both sexes,75.56
1516,Peru,2015,Life expectancy at birth (years),Both sexes,79.08
1528,Philippines,2015,Life expectancy at birth (years),Both sexes,70.3
1540,Poland,2015,Life expectancy at birth (years),Both sexes,77.29
1552,Portugal,2015,Life expectancy at birth (years),Both sexes,80.89
1564,Qatar,2015,Life expectancy at birth (years),Both sexes,76.41
1576,Republic of Korea,2015,Life expectancy at birth (years),Both sexes,82.2
1588,Republic of Moldova,2015,Life expectancy at birth (years),Both sexes,71.13
1600,The former Yugoslav Republic of Macedonia,2015,Life expectancy at birth (years),Both sexes,73.73
1612,Romania,2015,Life expectancy at birth (years),Both sexes,74.82
1624,Russian Federation,2015,Life expectancy at birth (years),Both sexes,71.3
1636,Rwanda,2015,Life expectancy at birth (years),Both sexes,67.69
1648,Saint Lucia,2015,Life expectancy at birth (years),Both sexes,75.01
1660,Saint Vincent and the Grenadines,2015,Life expectancy at birth (years),Both sexes,72.47
1672,Samoa,2015,Life expectancy at birth (years),Both sexes,70.04
1684,Sao Tome and Principe,2015,Life expectancy at birth (years),Both sexes,69.6
1696,Saudi Arabia,2015,Life expectancy at birth (years),Both sexes,73.15
1708,Senegal,2015,Life expectancy at birth (years),Both sexes,67.2
1720,Serbia,2015,Life expectancy at birth (years),Both sexes,75.21
1732,Seychelles,2015,Life expectancy at birth (years),Both sexes,73.2
1744,Sierra Leone,2015,Life expectancy at birth (years),Both sexes,56.94
1756,Singapore,2015,Life expectancy at birth (years),Both sexes,82.81
1768,Slovakia,2015,Life expectancy at birth (years),Both sexes,77.01
1780,Slovenia,2015,Life expectancy at birth (years),Both sexes,80.47
1792,Solomon Islands,2015,Life expectancy at birth (years),Both sexes,64.74
1804,Somalia,2015,Life expectancy at birth (years),Both sexes,54.57
1816,South Africa,2015,Life expectancy at birth (years),Both sexes,62.57
1828,South Sudan,2015,Life expectancy at birth (years),Both sexes,61.99
1840,Spain,2015,Life expectancy at birth (years),Both sexes,82.33
1852,Sri Lanka,2015,Life expectancy at birth (years),Both sexes,76.27
1864,Sudan,2015,Life expectancy at birth (years),Both sexes,67.94
1876,Suriname,2015,Life expectancy at birth (years),Both sexes,72.6
1888,Sweden,2015,Life expectancy at birth (years),Both sexes,81.75
1900,Switzerland,2015,Life expectancy at birth (years),Both sexes,82.61
1912,Syrian Arab Republic,2015,Life expectancy at birth (years),Both sexes,64.4
1924,Tajikistan,2015,Life expectancy at birth (years),Both sexes,68.66
1936,Thailand,2015,Life expectancy at birth (years),Both sexes,77.41
1948,Timor-Leste,2015,Life expectancy at birth (years),Both sexes,68.87
1960,Togo,2015,Life expectancy at birth (years),Both sexes,61.92
1972,Tonga,2015,Life expectancy at birth (years),Both sexes,72.33
1984,Trinidad and Tobago,2015,Life expectancy at birth (years),Both sexes,74.61
1996,Tunisia,2015,Life expectancy at birth (years),Both sexes,76.7
2008,Turkey,2015,Life expectancy at birth (years),Both sexes,77.79
2020,Turkmenistan,2015,Life expectancy at birth (years),Both sexes,69.11
2032,Uganda,2015,Life expectancy at birth (years),Both sexes,64.47
2044,Ukraine,2015,Life expectancy at birth (years),Both sexes,72.2
2056,United Arab Emirates,2015,Life expectancy at birth (years),Both sexes,75.31
2068,United Kingdom of Great Britain and Northern Ireland,2015,Life expectancy at birth (years),Both sexes,80.65
2080,United Republic of Tanzania,2015,Life expectancy at birth (years),Both sexes,65.36
2092,United States of America,2015,Life expectancy at birth (years),Both sexes,78.56
2104,Uruguay,2015,Life expectancy at birth (years),Both sexes,77.03
2116,Uzbekistan,2015,Life expectancy at birth (years),Both sexes,71.45
2128,Vanuatu,2015,Life expectancy at birth (years),Both sexes,64.64
2140,Venezuela (Bolivarian Republic of),2015,Life expectancy at birth (years),Both sexes,74.66
2152,Viet Nam,2015,Life expectancy at birth (years),Both sexes,73.16
2164,Yemen,2015,Life expectancy at birth (years),Both sexes,67.47
2176,Zambia,2015,Life expectancy at birth (years),Both sexes,60.5
2188,Zimbabwe,2015,Life expectancy at birth (years),Both sexes,58.48
