,Location,Period,Indicator,Dim1,First Tooltip
1440,Norway,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,71.36
1452,Oman,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,64.68
1464,Pakistan,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,56.87
1476,Panama,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,68.68
1488,Papua New Guinea,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,57.08
1500,Paraguay,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,65.8
1512,Peru,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,69.5
1524,Philippines,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,62.0
1536,Poland,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,68.66
1548,Portugal,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,70.96
1560,Qatar,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,67.06
1572,Republic of Korea,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,73.06
1584,Republic of Moldova,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,64.54
1596,The former Yugoslav Republic of Macedonia,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,66.14
1608,Romania,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,66.85
1620,Russian Federation,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,64.21
1632,Rwanda,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,60.21
1644,Saint Lucia,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,64.7
1656,Saint Vincent and the Grenadines,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,63.97
1668,Samoa,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,62.13
1680,Sao Tome and Principe,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,61.6
1692,Saudi Arabia,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,64.02
1704,Senegal,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,59.37
1716,Serbia,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,66.88
1728,Seychelles,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,64.01
1740,Sierra Leone,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,52.92
1752,Singapore,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,73.55
1764,Slovakia,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,68.54
1776,Slovenia,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,70.74
1788,Solomon Islands,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,57.76
1800,Somalia,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,49.72
1812,South Africa,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,56.15
1824,South Sudan,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,53.66
1836,Spain,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,72.09
1848,Sri Lanka,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,67.05
1860,Sudan,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,59.91
1872,Suriname,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,62.39
1884,Sweden,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,71.91
1896,Switzerland,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,72.52
1908,Syrian Arab Republic,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,62.87
1920,Tajikistan,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,62.01
1932,Thailand,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,68.26
1944,Timor-Leste,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,60.89
1956,Togo,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,56.19
1968,Tonga,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,64.01
1980,Trinidad and Tobago,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,66.23
1992,Tunisia,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,66.89
2004,Turkey,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,68.41
2016,Turkmenistan,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,62.11
2028,Uganda,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,58.21
2040,Ukraine,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,64.3
2052,United Arab Emirates,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,65.99
2064,United Kingdom of Great Britain and Northern Ireland,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,70.13
2076,United Republic of Tanzania,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,58.46
2088,United States of America,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,66.12
2100,Uruguay,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,67.51
2112,Uzbekistan,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,64.68
2124,Vanuatu,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,57.83
2136,Venezuela (Bolivarian Republic of),2019,Healthy life expectancy (HALE) at birth (years),Both sexes,64.44
2148,Viet Nam,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,65.3
2160,Yemen,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,57.53
2172,Zambia,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,54.4
2184,Zimbabwe,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,53.07
