,Location,Period,Indicator,Dim1,First Tooltip
507,Cyprus,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.63
519,Czechia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,68.29
531,Democratic People's Republic of Korea,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,64.3
543,Democratic Republic of the Congo,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,52.43
555,Denmark,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,70.53
567,Djibouti,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,57.0
579,Dominican Republic,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.21
591,Ecuador,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,67.49
603,Egypt,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,62.0
615,El Salvador,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.46
627,Equatorial Guinea,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,52.9
639,Eritrea,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,54.1
651,Estonia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,68.26
663,Eswatini,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,46.91
675,Ethiopia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,58.32
687,Fiji,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,59.58
699,Finland,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,70.73
711,France,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.7
723,Gabon,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,56.29
735,Gambia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,55.83
747,Georgia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,64.2
759,Germany,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,70.07
771,Ghana,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,56.49
783,Greece,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,70.43
795,Grenada,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.85
807,Guatemala,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,61.48
819,Guinea,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,51.51
831,Guinea-Bissau,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,50.92
843,Guyana,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,57.17
855,Haiti,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,54.59
867,Honduras,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,61.33
879,Hungary,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,66.6
891,Iceland,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.9
903,India,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,59.14
915,Indonesia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,62.33
927,Iran (Islamic Republic of),2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.66
939,Iraq,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,60.8
951,Ireland,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,70.66
963,Israel,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.84
975,Italy,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.56
987,Jamaica,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,66.59
999,Japan,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,73.62
1011,Jordan,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,67.59
1023,Kazakhstan,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.35
1035,Kenya,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,56.08
1047,Kiribati,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,51.62
1059,Kuwait,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,70.23
1071,Kyrgyzstan,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.74
1083,Lao People's Democratic Republic,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,59.29
1095,Latvia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.76
1107,Lebanon,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.67
1119,Lesotho,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,41.64
1131,Liberia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,52.47
1143,Libya,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,64.35
1155,Lithuania,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.28
1167,Luxembourg,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.53
1179,Madagascar,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,56.3
1191,Malawi,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,54.89
1203,Malaysia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.78
1215,Maldives,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,69.11
1227,Mali,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,52.98
1239,Malta,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.32
1251,Mauritania,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,58.95
1263,Mauritius,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,64.03
1275,Mexico,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.76
1287,Micronesia (Federated States of),2015,Healthy life expectancy (HALE) at birth (years),Both sexes,55.8
1299,Mongolia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,59.85
1311,Montenegro,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,66.64
1323,Morocco,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.29
1335,Mozambique,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,48.6
1347,Myanmar,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,59.56
1359,Namibia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,54.57
1371,Nepal,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,60.17
1383,Netherlands,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.12
1395,New Zealand,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,69.89
1407,Nicaragua,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.16
1419,Niger,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,54.14
1431,Nigeria,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,53.13
1443,Norway,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.23
1455,Oman,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.75
1467,Pakistan,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,55.78
1479,Panama,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,68.28
1491,Papua New Guinea,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,56.42
1503,Paraguay,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.63
1515,Peru,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,68.85
1527,Philippines,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,61.91
1539,Poland,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,68.03
1551,Portugal,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,70.49
1563,Qatar,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,66.44
1575,Republic of Korea,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,72.03
1587,Republic of Moldova,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,62.86
1599,The former Yugoslav Republic of Macedonia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.33
1611,Romania,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,66.28
1623,Russian Federation,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,62.67
1635,Rwanda,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,58.87
1647,Saint Lucia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.25
1659,Saint Vincent and the Grenadines,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.51
1671,Samoa,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,61.9
1683,Sao Tome and Principe,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,60.95
1695,Saudi Arabia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.2
1707,Senegal,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,58.17
1719,Serbia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,66.44
1731,Seychelles,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.98
1743,Sierra Leone,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,49.7
1755,Singapore,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,73.2
1767,Slovakia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,67.64
1779,Slovenia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,70.04
1791,Solomon Islands,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,57.4
1803,Somalia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,48.09
1815,South Africa,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,54.11
1827,South Sudan,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,53.02
1839,Spain,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.56
1851,Sri Lanka,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,66.55
1863,Sudan,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,58.89
1875,Suriname,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.18
1887,Sweden,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.43
1899,Switzerland,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.75
1911,Syrian Arab Republic,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,56.34
1923,Tajikistan,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,61.43
1935,Thailand,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,68.02
1947,Timor-Leste,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,60.34
1959,Togo,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,54.21
1971,Tonga,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.93
1983,Trinidad and Tobago,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.19
1995,Tunisia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,66.75
2007,Turkey,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,67.72
2019,Turkmenistan,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,61.73
2031,Uganda,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,56.29
2043,Ukraine,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.79
2055,United Arab Emirates,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.45
2067,United Kingdom of Great Britain and Northern Ireland,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,69.67
2079,United Republic of Tanzania,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,56.74
2091,United States of America,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,66.56
2103,Uruguay,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,67.54
2115,Uzbekistan,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,63.46
2127,Vanuatu,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,57.36
2139,Venezuela (Bolivarian Republic of),2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.1
2151,Viet Nam,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,64.89
2163,Yemen,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,58.38
2175,Zambia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,52.71
2187,Zimbabwe,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,51.17
