,Location,Period,Indicator,Dim1,First Tooltip
6813,Cook Islands,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.73 [5.9-13.06]
7020,Costa Rica,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.04 [8.79-9.3]
7230,Croatia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.93 [4.72-5.16]
7347,Cuba,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,5.58 [5.04-6.2]
7533,Cyprus,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,2.75 [2.4-3.14]
7680,Czechia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.15 [3.02-3.28]
7797,Democratic People's Republic of Korea,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,21.1 [16.51-27]
7902,Democratic Republic of the Congo,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,97.23 [70.76-128.9]
8055,Denmark,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.09 [3.9-4.29]
8265,Djibouti,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,65.32 [44.01-94.41]
8397,Dominica,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,30.88 [27.86-34.96]
8577,Dominican Republic,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,31.29 [24.36-40.51]
8787,Ecuador,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,15.1 [14.32-15.91]
8982,Egypt,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,23.4 [18.78-29.48]
9177,El Salvador,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,15.3 [11.03-21.3]
9372,Equatorial Guinea,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,93.99 [63.44-134.6]
9486,Eritrea,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,46.31 [32.51-66.05]
9624,Estonia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.15 [2.89-3.43]
9744,Eswatini,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,59.23 [44.58-77.94]
9954,Ethiopia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,62.23 [55.23-70.2]
10116,Fiji,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,24.31 [22.96-25.7]
10326,Finland,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,2.49 [2.35-2.63]
10536,France,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.12 [4.03-4.21]
10746,Gabon,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,49.83 [35.3-68.94]
10872,Gambia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,60.04 [52.36-68.44]
11064,Georgia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,10.52 [9.84-11.22]
11199,Germany,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.93 [3.85-4]
11355,Ghana,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,54.56 [48.55-61.02]
11565,Greece,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.4 [4.22-4.61]
11775,Grenada,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,16.21 [14.48-18.11]
11985,Guatemala,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,28.28 [24.2-33.08]
12174,Guinea,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,107.9 [95.42-122.5]
12384,Guinea-Bissau,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,90.68 [64.32-123.1]
12489,Guyana,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,33.1 [23.09-47.77]
12699,Haiti,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,70.51 [59.7-84.95]
12891,Honduras,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,19.27 [14.71-25.09]
13083,Hungary,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,5.12 [4.91-5.34]
13293,Iceland,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,2.23 [1.89-2.63]
13503,India,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,43.52 [41.06-46.04]
13704,Indonesia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,27.77 [24.81-31.28]
13911,Iran (Islamic Republic of),2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,16.06 [11.45-22.52]
14058,Iraq,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,29.52 [24.68-35.25]
14268,Ireland,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.71 [3.54-3.89]
14478,Israel,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.92 [3.81-4.04]
14682,Italy,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.46 [3.4-3.53]
14892,Jamaica,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,15.62 [10.33-24.25]
15096,Japan,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,2.75 [2.7-2.8]
15306,Jordan,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,17.61 [14.42-21.56]
15516,Kazakhstan,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,11.82 [11.55-12.09]
15663,Kenya,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,49.59 [41.62-59.76]
15867,Kiribati,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,57.4 [38.11-85.32]
16038,Kuwait,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.71 [8.43-8.98]
16221,Kyrgyzstan,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,22.33 [21.67-23.06]
16356,Lao People's Democratic Republic,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,53.61 [43.72-64.73]
16482,Latvia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.97 [4.58-5.38]
16605,Lebanon,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.28 [4.59-14.36]
16797,Lesotho,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,94.06 [74.92-118.4]
17001,Liberia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,90.96 [78.6-104.9]
17193,Libya,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,13.32 [9.63-18.37]
17376,Lithuania,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.94 [4.6-5.3]
17535,Luxembourg,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,2.9 [2.48-3.37]
17745,Madagascar,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,57.87 [49.37-67.46]
17901,Malawi,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,53.76 [43.6-64.98]
18066,Malaysia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.05 [7.9-8.21]
18276,Maldives,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,10.15 [9.48-10.85]
18441,Mali,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,108.6 [94.85-123.8]
18612,Malta,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,7.01 [6.21-7.92]
18822,Marshall Islands,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,35.68 [25.27-49.64]
19005,Mauritania,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,82.71 [48.1-142.5]
19215,Mauritius,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,14.49 [13.53-15.53]
19425,Mexico,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,16.2 [15.39-17.17]
19632,Micronesia (Federated States of),2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,33.66 [15.07-74.89]
19749,Monaco,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.52 [2.8-4.43]
19854,Mongolia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,20.23 [19.81-20.66]
19980,Montenegro,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.56 [3.18-4]
20088,Morocco,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.27 [20.78-30.6]
20280,Mozambique,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,85.43 [68.29-108.4]
20448,Myanmar,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,51.77 [40.33-64.08]
20604,Namibia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,47.84 [32.29-74.69]
20763,Nauru,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,34.87 [21.57-55.26]
20868,Nepal,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,36.22 [30.84-42.53]
21072,Netherlands,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.05 [3.94-4.15]
21282,New Zealand,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,5.45 [5.2-5.71]
21492,Nicaragua,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,19.43 [17.8-21.46]
21687,Niger,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,94.02 [68.99-126.3]
21846,Nigeria,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,126.8 [109.3-148]
22014,Niue,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,26.39 [11.81-60.09]
22119,Norway,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,2.72 [2.58-2.87]
22329,Oman,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,11.21 [10.92-11.52]
22503,Pakistan,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,76.05 [69.42-83.37]
22710,Palau,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,19.72 [11.34-34.34]
22815,Panama,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,16.93 [10.46-27.4]
23022,Papua New Guinea,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,50.51 [40.18-63.21]
23217,Paraguay,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,22.21 [12.98-39.14]
23409,Peru,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,15.67 [13.88-17.72]
23613,Philippines,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,29.83 [25.18-35.2]
23814,Poland,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.85 [4.74-4.95]
24024,Portugal,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.62 [3.47-3.78]
24234,Qatar,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,7.83 [7.45-8.22]
24387,Republic of Korea,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.51 [3.44-3.58]
24594,Republic of Moldova,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,15.61 [12.64-19.6]
24741,The former Yugoslav Republic of Macedonia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,12.97 [11.8-14.41]
24858,Romania,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.13 [8.88-9.38]
25053,Russian Federation,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.23 [8.07-8.4]
25203,Rwanda,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,41.49 [28.17-61.19]
25392,Saint Kitts and Nevis,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,16.9 [13.72-20.85]
25536,Saint Lucia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,20.95 [19.18-22.98]
25746,Saint Vincent and the Grenadines,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,16.76 [14.76-18.99]
25953,Samoa,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,16.87 [13.12-21.44]
26163,San Marino,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,1.99 [1.14-3.53]
26268,Sao Tome and Principe,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,34.69 [23.98-50.24]
26433,Saudi Arabia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.43 [7.02-10.47]
26577,Senegal,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,52.78 [46.39-59.85]
26787,Serbia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,6.28 [6.01-6.57]
26895,Seychelles,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,14.76 [12.6-17.3]
27105,Sierra Leone,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,138.3 [122.6-155.6]
27288,Singapore,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,2.72 [2.53-2.93]
27498,Slovakia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,6.22 [6.04-6.41]
27615,Slovenia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,2.5 [2.32-2.71]
27732,Solomon Islands,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,22.3 [16.69-29.34]
27912,Somalia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,132.7 [77.91-236.5]
28026,South Africa,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,37.07 [34.93-39.48]
28164,South Sudan,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,96.23 [51.5-157.4]
28323,Spain,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.3 [3.24-3.37]
28461,Sri Lanka,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.74 [8.32-9.2]
28668,Sudan,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,65.91 [54.32-79.72]
28869,Suriname,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,20.22 [14.87-27.6]
28980,Sweden,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,2.87 [2.76-2.99]
29190,Switzerland,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.31 [4.15-4.47]
29400,Syrian Arab Republic,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,23.18 [15.76-28.16]
29601,Tajikistan,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,37.75 [30.11-47.75]
29745,Thailand,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,10.8 [9.5-12.75]
29955,Timor-Leste,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,50.76 [34.49-73.94]
